faiss_row,logical_product_id,chunk_source,token_count,chunk_text
513,P0251,platform_summary,184,"Name: Color Corrector Quad Spectrum Palette
Brand: J.Cat Beauty
Category: Color Correcting
Pros: blends easily, good value/affordable, good/buildable coverage, strong pigmentation/color payoff, easy to apply/use, flattering/good shade match, glowy/radiant finish, lightweight feel, long-lasting wear, smooth/creamy texture
Cons: difficult to blend, creases/settles into lines, cakey finish, drying/emphasizes dry patches, patchy/streaky finish, poor longevity
Best uses: covering blemishes/dark spots, travel/on-the-go touch-ups, under-eye dark circles/brightening, sensitive skin, alone instead of foundation, cheeks/blush, under foundation/makeup"
514,P0252,description,194,"Name: Color Source Buildable Blush
Brand: LORAC
Category: Blush
Description: Bring color and life to your cheeks with LORAC Color Source Buildable Blush. This powder blush is available in matte & satin finishes that can be worn sheer for a natural flush or layered for a dramatic effect. Details Benefits Available in matte and satin finishes and a wide spectrum of complexion enhancing hues Can be worn sheer for a natural flush or built for a more dramatic effect Infused with anti-aging antioxidants such as pomegranate, acai berry and vitamins A, C & E to nourish and protect the skin Paraben Free How To Use Apply Color Source Buildable Blush onto the apples of cheeks for a natural flush of color. Build for a more dramatic effect."
515,P0252,platform_summary,86,"Name: Color Source Buildable Blush
Brand: LORAC
Category: Blush
Pros: strong pigmentation/color payoff, matte finish/oil control, blends easily, good/buildable coverage
Cons: shade/color mismatch or inaccurate photos, too shiny/glittery
Best uses: cheeks/blush, fair/light skin tones"
516,P0253,description,315,"Name: Colored Clay CC Undereye Corrector
Brand: Tarte
Category: Concealer
Description: Conscious Beauty at Ulta BeautyTM Vegan Clean Ingredients Cruelty Free Give Back Achieve ultimate dark circle defense with Tarte's revolutionary Colored Clay Undereye Color Corrector. Details Benefits Key Ingredients Multi-tasking, nutrient rich concealer Helps even skin tone instantly Helps reduce appearance of wrinkles Moisturizes & balances skin texture Creates a flawless, crease-free finish Waterproof Dermatologist tested Colored clay: color-corrects as it specifically addresses individual skin and complexion concerns Rose clay: soothes skin around the eye area Yellow clay: diffuses the look of dark circles and uneven skin tone Purple clay: reflects light to instantly brighten Caffeine: helps improve microcirculation while reducing the appearance of puffiness Licorice extract: helps brighten skin tone Sodium hyaluronate and squalane: retain and deliver moisture Mica and silica: diffuse light and soften appearance of fine lines and wrinkles How To Use For a youthful-looking appearance, use a concealer brush to apply to the undereye area from the inner corner to the outer corner. Gently smooth and blend with a brush or your finger for a flawless, crease-free finish."
517,P0253,platform_summary,201,"Name: Colored Clay CC Undereye Corrector
Brand: Tarte
Category: Concealer
Pros: blends easily, flattering/good shade match, good value/affordable, does not emphasize lines/wrinkles, hydrating/non-drying, natural-looking finish, easy to apply/use, good/buildable coverage, long-lasting wear, smooth/creamy texture
Cons: creases/settles into lines, heavy/thick feel, difficult to blend, poor/insufficient coverage, cakey finish, causes irritation/burning, drying/emphasizes dry patches
Best uses: under-eye dark circles/brightening, fair/light skin tones, alone instead of foundation, covering blemishes/dark spots, deep/dark skin tones, dry skin, everyday wear, mature skin, setting makeup, under foundation/makeup"
518,P0254,description,148,"Name: ColorStay Prep & Protect Primer
Brand: Revlon
Category: Face Primer
Description: Revlon ColorStay Prep & Protect Primer delivers a smooth, long-lasting base for foundation and concealer. Hydrates and shields skin with SPF 34. Details Benefits Preps & protects skin for even makeup application Hydrates skin for smooth, long-lasting wear Formula wears up to 24 hours Built-in moisturizer keeps skin soft and minimizes shine Absorbs into skin without leaving white streaks behind How To Use Apply using fingers or blending sponge to cleansed faced before foundation application or wear alone for a fresh look."
519,P0254,platform_summary,129,"Name: ColorStay Prep & Protect Primer
Brand: Revlon
Category: Face Primer
Pros: smooth/creamy texture, long-lasting wear, hydrating/non-drying, easy to apply/use, gentle/non-irritating, good/buildable coverage, natural-looking finish, glowy/radiant finish, pleasant/subtle scent
Cons: causes irritation/burning, heavy/thick feel, oily residue, poor longevity
Best uses: dry skin, alone instead of foundation, bronzing/contouring, everyday wear"
520,P0255,description,464,"Name: ColorStay Skin Awaken Concealer
Brand: Revlon
Category: Concealer
Description: Revlon Colorstay Skin Awaken 5-in-1 Concealer erases, perfects, brightens, hydrates and refreshes skin for a flawlessly awake look. Up to 24-hour wear. Details Benefits Features Shades Awake look 24-hour wear 5-in-1 multitasking concealer Ultra-lightweight, comfortable feel Transfer-resistant, buildable natural coverage Erases, perfects, brightens, hydrates and refreshes skin Caffeine & Vitamin C infused Hide imperfections and dark circles Brightens skin and camouflages puffiness Mess-free antibacterial sponge tip helps prevent the buildup of bacteria Free from added parabens, phthalates, fragrance, or mineral oil 19 natural-finish shades Light: Cool Ivory (003) Neutral, Fair (005) Neutral, Vanilla (010) Cool, Light (015) Warm, Light Beige (025) Neutral Medium: Light Medium (030) Warm, Medium (040) Neutral, Honey (045) Cool, Medium Deep (050) Warm, Latte (055) Neutral Deep: Deep (060) Warm, Nutmeg (070) Neutral, Hazelnut (075) Warm, Caramel (076) Warm, Cinnamon (077) Warm, Truffle (078) Neutral, Coffee (080) Neutral Universal: Universal Neutralizer (001), Universal Brightener (002) How To Use Using the mess-free antibacterial sponge tip applicator, dab on the multitasking, long-wearing concealer. Dot concealer onto dark circles, starting under the inner corners of your eyes. Blend out lightly with your ring finger (avoid using your pointer, because it's easy to apply too much pressure and smear concealer). Apply in a gentle patting motion, build until you have desired coverage. Now, move on to any imperfections and dark spots, and just dot and gently blend."
521,P0255,platform_summary,193,"Name: ColorStay Skin Awaken Concealer
Brand: Revlon
Category: Concealer
Pros: good/buildable coverage, easy to apply/use, smooth/creamy texture, long-lasting wear, blends easily, convenient packaging/applicator, does not emphasize lines/wrinkles, good value/affordable, hydrating/non-drying
Cons: causes irritation/burning, creases/settles into lines, cakey finish, poor longevity, drying/emphasizes dry patches, heavy/thick feel
Best uses: under-eye dark circles/brightening, bronzing/contouring, long-wear events, cheeks/blush, covering blemishes/dark spots, eyeshadow/eye looks, highlighting, sensitive skin, travel/on-the-go touch-ups"
522,P0256,description,93,"Name: Colour Correct Primer
Brand: Revolution Beauty
Category: Face Primer
Description: Revolution Beauty's Color Correct Primer features a green liquid formula, that helps to balance and neutralize any red tones. Details Benefits Key Ingredients Results in a neutral and even base Skin Benefits including reduction in wrinkles, uneven skin tone, acne Neutralizes red tones Vitamin B3 to help reduce redness"
523,P0256,platform_summary,128,"Name: Colour Correct Primer
Brand: Revolution Beauty
Category: Face Primer
Pros: long-lasting wear, does not emphasize lines/wrinkles, flattering/good shade match, good/buildable coverage
Cons: causes irritation/burning, drying/emphasizes dry patches, patchy/streaky finish, difficult to blend
Best uses: rosacea/redness-prone skin, cheeks/blush, covering blemishes/dark spots, covering redness, sensitive skin, under-eye dark circles/brightening"
524,P0257,description,464,"Name: Comforting Eye Makeup Remover with Hyaluronic Acid
Brand: CeraVe
Category: Makeup Remover
Description: Conscious Beauty at Ulta BeautyTM Vegan Clean Ingredients CeraVe Comforting Eye Makeup Remover with Hyaluronic Acid removes effectively the most stubborn eye makeup, including the waterproof mascara, without drying out and disrupting the delicate skin barrier. Details Benefits Key Ingredients Formulated Without CeraVe waterproof eye makeup remover instantly removes eye makeup including waterproof mascara without disrupting the delicate skin barrier Gentle and Soothing makeup remover leaves skin feeling smooth, soothed, and clean without leaving a greasy residue This liquid eye makeup remover feels gentle on lashes Suitable for sensitive skin & contact lens wearers Ophthalmologist tested Non-comedogenic Developed with Dermatologists Hyaluronic Acid helps retain skin's natural moisture 3 Essential Ceramides (1, 3, 6-II) helps maintain the skin's natural barrier Parabens Fragrance Alcohol Colorants How To Use Step 1 - Shake well before applying CeraVe Comforting Eye Makeup Remover Step 2 - Saturate a cotton pad Step 3 - Hold pad over closed eye for a few seconds Step 4 - Gently wipe away to remove makeup Step 5 - Repeat steps 1-4, if necessary Tips for Removing Makeup: Choose your favorite CeraVe Makeup Remover such as Eye Makeup Remover, Cleansing Balm or Makeup Removing Plant-Based Wipes. Remove makeup as the first step of your routine; leaving makeup overnight can cause build-up of pore-clogging debris and bacteria Find products with hydrating and skin-barrier reinforcing ingredients. When removing makeup, it is important that you restore the skin with ingredients like the three essential ceramides in CeraVe. Be careful with the delicate eye area - always check the label to determine if your makeup remover is formulated to remove eye makeup or face makeup."
525,P0257,platform_summary,161,"Name: Comforting Eye Makeup Remover with Hyaluronic Acid
Brand: CeraVe
Category: Makeup Remover
Pros: removes makeup effectively, gentle/non-irritating, resists smudging/transfer, removes waterproof makeup, lightweight feel, good value/affordable, hydrating/non-drying, smooth/creamy texture
Cons: causes irritation/burning, does not remove makeup effectively, oily residue, drying/emphasizes dry patches, heavy/thick feel, poor longevity, too expensive/poor value
Best uses: removing eye makeup, removing waterproof makeup, everyday wear, eyeshadow/eye looks, sensitive eyes"
526,P0258,description,291,"Name: Complete Harmony Lip & Cheek Stick
Brand: Stila
Category: Blush
Description: Conscious Beauty at Ulta BeautyTM Cruelty Free Stila's Complete Harmony Lip & Cheek Stick is a two-in-one lipstick and blush in a stick in creamy, translucent colors that blend beautifully for a fresh-faced flush - making it easy to dab and glow! Details Benefits Features Two-in-one lipstick and blush in a stick Ultra-creamy, buildable, translucent stick formula Blends beautifully for weightless color application Color melts into skin to add a flawless, sheer flush to your lips and cheeks Formulated for use anywhere, any time! Just tap on lips and cheeks and glow! Available in multiple colors, plus a bronzer and a highlighter for that effortless summer glow Perfectly portable, easy-to-use sticks for brush-free application Skin-loving ingredients like babassu oil and vitamin E help nourish and protect as the day goes on. Universal shades complement all skin tones. How To Use For lips: Apply directly to lips, with fingertip or a lip brush. For cheeks: Gently swipe on apples of cheeks and blend outwards with your fingers."
